SN,PN,DATANAME,DATA
RB234951,1259317,iRatio0-104,11840
RB234951,1259317,iRatio0-128,11824
RB234951,1259317,iRatio0-152,11901
RB234951,1259317,iRatio0-176,12024
RB234951,1259317,iRatio0-200,12148
RB234951,1259317,iRatio0-224,12182
RB234951,1259317,iRatio0-248,12216
RB234951,1259317,iRatio0-272,12248
RB234951,1259317,iRatio0-296,12279
RB234951,1259317,iRatio0-32,11672
RB234951,1259317,iRatio0-320,12309
RB234951,1259317,iRatio0-344,12335
RB234951,1259317,iRatio0-368,12359
RB234951,1259317,iRatio0-392,12383
RB234951,1259317,iRatio0-416,12616
RB234951,1259317,iRatio0-440,12848
RB234951,1259317,iRatio0-464,13025
RB234951,1259317,iRatio0-488,13088
RB234951,1259317,iRatio0-512,13152
RB234951,1259317,iRatio0-536,13144
RB234951,1259317,iRatio0-56,11785
RB234951,1259317,iRatio0-560,13100
RB234951,1259317,iRatio0-584,13057
RB234951,1259317,iRatio0-608,13131
RB234951,1259317,iRatio0-632,13204
RB234951,1259317,iRatio0-656,13275
RB234951,1259317,iRatio0-680,13342
RB234951,1259317,iRatio0-704,13408
RB234951,1259317,iRatio0-728,13503
RB234951,1259317,iRatio0-752,13612
RB234951,1259317,iRatio0-776,13721
RB234951,1259317,iRatio0-8,11559
RB234951,1259317,iRatio0-80,11855
RB234951,1259317,iRatio0-800,13584
RB234952,1259317,iRatio0-104,11339
RB234952,1259317,iRatio0-128,11468
RB234952,1259317,iRatio0-152,11572
RB234952,1259317,iRatio0-176,11663
RB234952,1259317,iRatio0-200,11753
RB234952,1259317,iRatio0-224,11927
RB234952,1259317,iRatio0-248,12100
RB234952,1259317,iRatio0-272,12252
RB234952,1259317,iRatio0-296,12362
RB234952,1259317,iRatio0-32,10938
RB234952,1259317,iRatio0-320,12471
RB234952,1259317,iRatio0-344,12624
RB234952,1259317,iRatio0-368,12798
RB234952,1259317,iRatio0-392,12973
RB234952,1259317,iRatio0-416,13055
RB234952,1259317,iRatio0-440,13138
RB234952,1259317,iRatio0-464,13242
RB234952,1259317,iRatio0-488,13389
RB234952,1259317,iRatio0-512,13533
RB234952,1259317,iRatio0-536,13660
RB234952,1259317,iRatio0-56,11075
RB234952,1259317,iRatio0-560,13778
RB234952,1259317,iRatio0-584,13896
RB234952,1259317,iRatio0-608,14021
RB234952,1259317,iRatio0-632,14146
RB234952,1259317,iRatio0-656,14272
RB234952,1259317,iRatio0-680,14399
RB234952,1259317,iRatio0-704,14527
RB234952,1259317,iRatio0-728,14613
RB234952,1259317,iRatio0-752,14679
RB234952,1259317,iRatio0-776,14745
RB234952,1259317,iRatio0-8,10802
RB234952,1259317,iRatio0-80,11210
RB234952,1259317,iRatio0-800,14916
RB234953,1259317,iRatio0-104,10966
RB234953,1259317,iRatio0-128,11099
RB234953,1259317,iRatio0-152,11258
RB234953,1259317,iRatio0-176,11441
RB234953,1259317,iRatio0-200,11626
RB234953,1259317,iRatio0-224,11705
RB234953,1259317,iRatio0-248,11786
RB234953,1259317,iRatio0-272,11918
RB234953,1259317,iRatio0-296,12144
RB234953,1259317,iRatio0-32,10499
RB234953,1259317,iRatio0-320,12364
RB234953,1259317,iRatio0-344,12497
RB234953,1259317,iRatio0-368,12581
RB234953,1259317,iRatio0-392,12662
RB234953,1259317,iRatio0-416,12855
RB234953,1259317,iRatio0-440,13048
RB234953,1259317,iRatio0-464,13181
RB234953,1259317,iRatio0-488,13201
RB234953,1259317,iRatio0-512,13224
RB234953,1259317,iRatio0-536,13382
RB234953,1259317,iRatio0-56,10672
RB234953,1259317,iRatio0-560,13607
RB234953,1259317,iRatio0-584,13836
RB234953,1259317,iRatio0-608,14064
RB234953,1259317,iRatio0-632,14295
RB234953,1259317,iRatio0-656,14491
RB234953,1259317,iRatio0-680,14622
RB234953,1259317,iRatio0-704,14748
RB234953,1259317,iRatio0-728,14878
RB234953,1259317,iRatio0-752,15002
RB234953,1259317,iRatio0-776,15129
RB234953,1259317,iRatio0-8,10322
RB234953,1259317,iRatio0-80,10830
RB234953,1259317,iRatio0-800,15455
RB234955,1259317,iRatio0-104,11983
RB234955,1259317,iRatio0-128,12073
RB234955,1259317,iRatio0-152,12119
RB234955,1259317,iRatio0-176,12143
RB234955,1259317,iRatio0-200,12168
RB234955,1259317,iRatio0-224,12262
RB234955,1259317,iRatio0-248,12357
RB234955,1259317,iRatio0-272,12475
RB234955,1259317,iRatio0-296,12641
RB234955,1259317,iRatio0-32,11732
RB234955,1259317,iRatio0-320,12807
RB234955,1259317,iRatio0-344,12856
RB234955,1259317,iRatio0-368,12847
RB234955,1259317,iRatio0-392,12838
RB234955,1259317,iRatio0-416,12957
RB234955,1259317,iRatio0-440,13077
RB234955,1259317,iRatio0-464,13198
RB234955,1259317,iRatio0-488,13318
RB234955,1259317,iRatio0-512,13440
RB234955,1259317,iRatio0-536,13504
RB234955,1259317,iRatio0-56,11812
RB234955,1259317,iRatio0-560,13539
RB234955,1259317,iRatio0-584,13573
RB234955,1259317,iRatio0-608,13686
RB234955,1259317,iRatio0-632,13798
RB234955,1259317,iRatio0-656,13907
RB234955,1259317,iRatio0-680,14010
RB234955,1259317,iRatio0-704,14114
RB234955,1259317,iRatio0-728,14227
RB234955,1259317,iRatio0-752,14346
RB234955,1259317,iRatio0-776,14465
RB234955,1259317,iRatio0-8,11652
RB234955,1259317,iRatio0-80,11894
RB234955,1259317,iRatio0-800,14574
RB234956,1259317,iRatio0-104,11794
RB234956,1259317,iRatio0-128,11921
RB234956,1259317,iRatio0-152,12025
RB234956,1259317,iRatio0-176,12119
RB234956,1259317,iRatio0-200,12214
RB234956,1259317,iRatio0-224,12238
RB234956,1259317,iRatio0-248,12260
RB234956,1259317,iRatio0-272,12296
RB234956,1259317,iRatio0-296,12361
RB234956,1259317,iRatio0-32,11537
RB234956,1259317,iRatio0-320,12426
RB234956,1259317,iRatio0-344,12483
RB234956,1259317,iRatio0-368,12529
RB234956,1259317,iRatio0-392,12578
RB234956,1259317,iRatio0-416,12662
RB234956,1259317,iRatio0-440,12744
RB234956,1259317,iRatio0-464,12849
RB234956,1259317,iRatio0-488,12996
RB234956,1259317,iRatio0-512,13137
RB234956,1259317,iRatio0-536,13211
RB234956,1259317,iRatio0-56,11589
RB234956,1259317,iRatio0-560,13250
RB234956,1259317,iRatio0-584,13288
RB234956,1259317,iRatio0-608,13432
RB234956,1259317,iRatio0-632,13574
RB234956,1259317,iRatio0-656,13682
RB234956,1259317,iRatio0-680,13727
RB234956,1259317,iRatio0-704,13768
RB234956,1259317,iRatio0-728,13851
RB234956,1259317,iRatio0-752,13953
RB234956,1259317,iRatio0-776,14056
RB234956,1259317,iRatio0-8,11483
RB234956,1259317,iRatio0-80,11669
RB234956,1259317,iRatio0-800,14105
RB234957,1259317,iRatio0-104,11578
RB234957,1259317,iRatio0-128,11634
RB234957,1259317,iRatio0-152,11795
RB234957,1259317,iRatio0-176,12009
RB234957,1259317,iRatio0-200,12223
RB234957,1259317,iRatio0-224,12270
RB234957,1259317,iRatio0-248,12318
RB234957,1259317,iRatio0-272,12388
RB234957,1259317,iRatio0-296,12507
RB234957,1259317,iRatio0-32,11309
RB234957,1259317,iRatio0-320,12625
RB234957,1259317,iRatio0-344,12640
RB234957,1259317,iRatio0-368,12603
RB234957,1259317,iRatio0-392,12567
RB234957,1259317,iRatio0-416,12732
RB234957,1259317,iRatio0-440,12897
RB234957,1259317,iRatio0-464,13011
RB234957,1259317,iRatio0-488,13022
RB234957,1259317,iRatio0-512,13032
RB234957,1259317,iRatio0-536,13076
RB234957,1259317,iRatio0-56,11425
RB234957,1259317,iRatio0-560,13135
RB234957,1259317,iRatio0-584,13195
RB234957,1259317,iRatio0-608,13269
RB234957,1259317,iRatio0-632,13343
RB234957,1259317,iRatio0-656,13400
RB234957,1259317,iRatio0-680,13424
RB234957,1259317,iRatio0-704,13449
RB234957,1259317,iRatio0-728,13529
RB234957,1259317,iRatio0-752,13636
RB234957,1259317,iRatio0-776,13744
RB234957,1259317,iRatio0-8,11193
RB234957,1259317,iRatio0-80,11522
RB234957,1259317,iRatio0-800,13779
RB235141,1259317,iRatio0-104,12087
RB235141,1259317,iRatio0-128,12119
RB235141,1259317,iRatio0-152,12160
RB235141,1259317,iRatio0-176,12204
RB235141,1259317,iRatio0-200,12249
RB235141,1259317,iRatio0-224,12318
RB235141,1259317,iRatio0-248,12388
RB235141,1259317,iRatio0-272,12457
RB235141,1259317,iRatio0-296,12527
RB235141,1259317,iRatio0-32,12001
RB235141,1259317,iRatio0-320,12597
RB235141,1259317,iRatio0-344,12671
RB235141,1259317,iRatio0-368,12748
RB235141,1259317,iRatio0-392,12824
RB235141,1259317,iRatio0-416,12861
RB235141,1259317,iRatio0-440,12897
RB235141,1259317,iRatio0-464,12898
RB235141,1259317,iRatio0-488,12829
RB235141,1259317,iRatio0-512,12760
RB235141,1259317,iRatio0-536,12749
RB235141,1259317,iRatio0-56,12026
RB235141,1259317,iRatio0-560,12766
RB235141,1259317,iRatio0-584,12783
RB235141,1259317,iRatio0-608,12749
RB235141,1259317,iRatio0-632,12715
RB235141,1259317,iRatio0-656,12704
RB235141,1259317,iRatio0-680,12742
RB235141,1259317,iRatio0-704,12779
RB235141,1259317,iRatio0-728,12771
RB235141,1259317,iRatio0-752,12741
RB235141,1259317,iRatio0-776,12711
RB235141,1259317,iRatio0-8,11975
RB235141,1259317,iRatio0-80,12054
RB235141,1259317,iRatio0-800,12672
RB235142,1259317,iRatio0-104,9515
RB235142,1259317,iRatio0-128,9659
RB235142,1259317,iRatio0-152,9832
RB235142,1259317,iRatio0-176,10015
RB235142,1259317,iRatio0-200,10201
RB235142,1259317,iRatio0-224,10371
RB235142,1259317,iRatio0-248,10539
RB235142,1259317,iRatio0-272,10719
RB235142,1259317,iRatio0-296,10930
RB235142,1259317,iRatio0-32,9045
RB235142,1259317,iRatio0-320,11141
RB235142,1259317,iRatio0-344,11209
RB235142,1259317,iRatio0-368,11207
RB235142,1259317,iRatio0-392,11206
RB235142,1259317,iRatio0-416,11444
RB235142,1259317,iRatio0-440,11685
RB235142,1259317,iRatio0-464,11942
RB235142,1259317,iRatio0-488,12227
RB235142,1259317,iRatio0-512,12515
RB235142,1259317,iRatio0-536,12629
RB235142,1259317,iRatio0-56,9212
RB235142,1259317,iRatio0-560,12657
RB235142,1259317,iRatio0-584,12684
RB235142,1259317,iRatio0-608,12694
RB235142,1259317,iRatio0-632,12701
RB235142,1259317,iRatio0-656,12820
RB235142,1259317,iRatio0-680,13166
RB235142,1259317,iRatio0-704,13511
RB235142,1259317,iRatio0-728,13497
RB235142,1259317,iRatio0-752,13306
RB235142,1259317,iRatio0-776,13116
RB235142,1259317,iRatio0-8,8880
RB235142,1259317,iRatio0-80,9372
RB235142,1259317,iRatio0-800,13508
RB235143,1259317,iRatio0-104,11367
RB235143,1259317,iRatio0-128,11398
RB235143,1259317,iRatio0-152,11470
RB235143,1259317,iRatio0-176,11559
RB235143,1259317,iRatio0-200,11644
RB235143,1259317,iRatio0-224,11761
RB235143,1259317,iRatio0-248,11882
RB235143,1259317,iRatio0-272,11998
RB235143,1259317,iRatio0-296,12113
RB235143,1259317,iRatio0-32,11175
RB235143,1259317,iRatio0-320,12227
RB235143,1259317,iRatio0-344,12308
RB235143,1259317,iRatio0-368,12368
RB235143,1259317,iRatio0-392,12433
RB235143,1259317,iRatio0-416,12482
RB235143,1259317,iRatio0-440,12529
RB235143,1259317,iRatio0-464,12586
RB235143,1259317,iRatio0-488,12633
RB235143,1259317,iRatio0-512,12681
RB235143,1259317,iRatio0-536,12724
RB235143,1259317,iRatio0-56,11265
RB235143,1259317,iRatio0-560,12766
RB235143,1259317,iRatio0-584,12805
RB235143,1259317,iRatio0-608,12797
RB235143,1259317,iRatio0-632,12781
RB235143,1259317,iRatio0-656,12774
RB235143,1259317,iRatio0-680,12788
RB235143,1259317,iRatio0-704,12800
RB235143,1259317,iRatio0-728,12816
RB235143,1259317,iRatio0-752,12837
RB235143,1259317,iRatio0-776,12847
RB235143,1259317,iRatio0-8,11083
RB235143,1259317,iRatio0-80,11332
RB235143,1259317,iRatio0-800,12896
RB235144,1259317,iRatio0-104,12349
RB235144,1259317,iRatio0-128,12407
RB235144,1259317,iRatio0-152,12402
RB235144,1259317,iRatio0-176,12377
RB235144,1259317,iRatio0-200,12344
RB235144,1259317,iRatio0-224,12370
RB235144,1259317,iRatio0-248,12403
RB235144,1259317,iRatio0-272,12510
RB235144,1259317,iRatio0-296,12769
RB235144,1259317,iRatio0-32,11945
RB235144,1259317,iRatio0-320,13038
RB235144,1259317,iRatio0-344,13092
RB235144,1259317,iRatio0-368,13036
RB235144,1259317,iRatio0-392,12983
RB235144,1259317,iRatio0-416,13006
RB235144,1259317,iRatio0-440,13027
RB235144,1259317,iRatio0-464,13029
RB235144,1259317,iRatio0-488,12992
RB235144,1259317,iRatio0-512,12960
RB235144,1259317,iRatio0-536,13082
RB235144,1259317,iRatio0-56,12140
RB235144,1259317,iRatio0-560,13276
RB235144,1259317,iRatio0-584,13469
RB235144,1259317,iRatio0-608,13455
RB235144,1259317,iRatio0-632,13439
RB235144,1259317,iRatio0-656,13414
RB235144,1259317,iRatio0-680,13361
RB235144,1259317,iRatio0-704,13319
RB235144,1259317,iRatio0-728,13261
RB235144,1259317,iRatio0-752,13196
RB235144,1259317,iRatio0-776,13131
RB235144,1259317,iRatio0-8,11749
RB235144,1259317,iRatio0-80,12290
RB235144,1259317,iRatio0-800,13314
RB235146,1259317,iRatio0-104,11018
RB235146,1259317,iRatio0-128,11207
RB235146,1259317,iRatio0-152,11402
RB235146,1259317,iRatio0-176,11599
RB235146,1259317,iRatio0-200,11796
RB235146,1259317,iRatio0-224,11828
RB235146,1259317,iRatio0-248,11856
RB235146,1259317,iRatio0-272,11969
RB235146,1259317,iRatio0-296,12249
RB235146,1259317,iRatio0-32,10583
RB235146,1259317,iRatio0-320,12530
RB235146,1259317,iRatio0-344,12700
RB235146,1259317,iRatio0-368,12816
RB235146,1259317,iRatio0-392,12934
RB235146,1259317,iRatio0-416,13143
RB235146,1259317,iRatio0-440,13357
RB235146,1259317,iRatio0-464,13514
RB235146,1259317,iRatio0-488,13563
RB235146,1259317,iRatio0-512,13612
RB235146,1259317,iRatio0-536,13684
RB235146,1259317,iRatio0-56,10695
RB235146,1259317,iRatio0-560,13763
RB235146,1259317,iRatio0-584,13841
RB235146,1259317,iRatio0-608,14072
RB235146,1259317,iRatio0-632,14303
RB235146,1259317,iRatio0-656,14505
RB235146,1259317,iRatio0-680,14653
RB235146,1259317,iRatio0-704,14803
RB235146,1259317,iRatio0-728,14929
RB235146,1259317,iRatio0-752,15044
RB235146,1259317,iRatio0-776,15160
RB235146,1259317,iRatio0-8,10473
RB235146,1259317,iRatio0-80,10830
RB235146,1259317,iRatio0-800,15210
RB235147,1259317,iRatio0-104,11313
RB235147,1259317,iRatio0-128,11337
RB235147,1259317,iRatio0-152,11460
RB235147,1259317,iRatio0-176,11638
RB235147,1259317,iRatio0-200,11817
RB235147,1259317,iRatio0-224,11921
RB235147,1259317,iRatio0-248,12028
RB235147,1259317,iRatio0-272,12151
RB235147,1259317,iRatio0-296,12303
RB235147,1259317,iRatio0-32,11129
RB235147,1259317,iRatio0-320,12457
RB235147,1259317,iRatio0-344,12562
RB235147,1259317,iRatio0-368,12636
RB235147,1259317,iRatio0-392,12713
RB235147,1259317,iRatio0-416,12886
RB235147,1259317,iRatio0-440,13054
RB235147,1259317,iRatio0-464,13169
RB235147,1259317,iRatio0-488,13195
RB235147,1259317,iRatio0-512,13219
RB235147,1259317,iRatio0-536,13330
RB235147,1259317,iRatio0-56,11220
RB235147,1259317,iRatio0-560,13488
RB235147,1259317,iRatio0-584,13646
RB235147,1259317,iRatio0-608,13754
RB235147,1259317,iRatio0-632,13868
RB235147,1259317,iRatio0-656,13990
RB235147,1259317,iRatio0-680,14128
RB235147,1259317,iRatio0-704,14267
RB235147,1259317,iRatio0-728,14319
RB235147,1259317,iRatio0-752,14313
RB235147,1259317,iRatio0-776,14307
RB235147,1259317,iRatio0-8,11036
RB235147,1259317,iRatio0-80,11285
RB235147,1259317,iRatio0-800,14417
RB235148,1259317,iRatio0-104,12104
RB235148,1259317,iRatio0-128,12179
RB235148,1259317,iRatio0-152,12208
RB235148,1259317,iRatio0-176,12214
RB235148,1259317,iRatio0-200,12220
RB235148,1259317,iRatio0-224,12253
RB235148,1259317,iRatio0-248,12286
RB235148,1259317,iRatio0-272,12322
RB235148,1259317,iRatio0-296,12367
RB235148,1259317,iRatio0-32,12053
RB235148,1259317,iRatio0-320,12411
RB235148,1259317,iRatio0-344,12484
RB235148,1259317,iRatio0-368,12570
RB235148,1259317,iRatio0-392,12656
RB235148,1259317,iRatio0-416,12633
RB235148,1259317,iRatio0-440,12612
RB235148,1259317,iRatio0-464,12624
RB235148,1259317,iRatio0-488,12706
RB235148,1259317,iRatio0-512,12788
RB235148,1259317,iRatio0-536,12797
RB235148,1259317,iRatio0-56,12024
RB235148,1259317,iRatio0-560,12772
RB235148,1259317,iRatio0-584,12746
RB235148,1259317,iRatio0-608,12819
RB235148,1259317,iRatio0-632,12891
RB235148,1259317,iRatio0-656,12960
RB235148,1259317,iRatio0-680,13022
RB235148,1259317,iRatio0-704,13084
RB235148,1259317,iRatio0-728,13174
RB235148,1259317,iRatio0-752,13277
RB235148,1259317,iRatio0-776,13381
RB235148,1259317,iRatio0-8,12083
RB235148,1259317,iRatio0-80,12029
RB235148,1259317,iRatio0-800,13456
RB235150,1259317,iRatio0-104,11786
RB235150,1259317,iRatio0-128,11865
RB235150,1259317,iRatio0-152,11913
RB235150,1259317,iRatio0-176,11957
RB235150,1259317,iRatio0-200,11995
RB235150,1259317,iRatio0-224,12063
RB235150,1259317,iRatio0-248,12127
RB235150,1259317,iRatio0-272,12214
RB235150,1259317,iRatio0-296,12329
RB235150,1259317,iRatio0-32,11682
RB235150,1259317,iRatio0-320,12443
RB235150,1259317,iRatio0-344,12412
RB235150,1259317,iRatio0-368,12311
RB235150,1259317,iRatio0-392,12208
RB235150,1259317,iRatio0-416,12101
RB235150,1259317,iRatio0-440,11992
RB235150,1259317,iRatio0-464,11923
RB235150,1259317,iRatio0-488,11945
RB235150,1259317,iRatio0-512,11961
RB235150,1259317,iRatio0-536,11913
RB235150,1259317,iRatio0-56,11681
RB235150,1259317,iRatio0-560,11829
RB235150,1259317,iRatio0-584,11742
RB235150,1259317,iRatio0-608,11580
RB235150,1259317,iRatio0-632,11422
RB235150,1259317,iRatio0-656,11273
RB235150,1259317,iRatio0-680,11148
RB235150,1259317,iRatio0-704,11024
RB235150,1259317,iRatio0-728,10861
RB235150,1259317,iRatio0-752,10674
RB235150,1259317,iRatio0-776,10491
RB235150,1259317,iRatio0-8,11677
RB235150,1259317,iRatio0-80,11706
RB235150,1259317,iRatio0-800,10384
RB235152,1259317,iRatio0-104,11735
RB235152,1259317,iRatio0-128,11796
RB235152,1259317,iRatio0-152,11893
RB235152,1259317,iRatio0-176,12006
RB235152,1259317,iRatio0-200,12120
RB235152,1259317,iRatio0-224,12151
RB235152,1259317,iRatio0-248,12183
RB235152,1259317,iRatio0-272,12229
RB235152,1259317,iRatio0-296,12306
RB235152,1259317,iRatio0-32,11415
RB235152,1259317,iRatio0-320,12383
RB235152,1259317,iRatio0-344,12438
RB235152,1259317,iRatio0-368,12482
RB235152,1259317,iRatio0-392,12526
RB235152,1259317,iRatio0-416,12520
RB235152,1259317,iRatio0-440,12515
RB235152,1259317,iRatio0-464,12523
RB235152,1259317,iRatio0-488,12562
RB235152,1259317,iRatio0-512,12600
RB235152,1259317,iRatio0-536,12588
RB235152,1259317,iRatio0-56,11558
RB235152,1259317,iRatio0-560,12551
RB235152,1259317,iRatio0-584,12514
RB235152,1259317,iRatio0-608,12477
RB235152,1259317,iRatio0-632,12441
RB235152,1259317,iRatio0-656,12403
RB235152,1259317,iRatio0-680,12361
RB235152,1259317,iRatio0-704,12320
RB235152,1259317,iRatio0-728,12235
RB235152,1259317,iRatio0-752,12128
RB235152,1259317,iRatio0-776,12021
RB235152,1259317,iRatio0-8,11272
RB235152,1259317,iRatio0-80,11673
RB235152,1259317,iRatio0-800,11908
RB235153,1259317,iRatio0-104,11306
RB235153,1259317,iRatio0-128,11437
RB235153,1259317,iRatio0-152,11584
RB235153,1259317,iRatio0-176,11743
RB235153,1259317,iRatio0-200,11900
RB235153,1259317,iRatio0-224,11988
RB235153,1259317,iRatio0-248,12079
RB235153,1259317,iRatio0-272,12201
RB235153,1259317,iRatio0-296,12381
RB235153,1259317,iRatio0-32,10748
RB235153,1259317,iRatio0-320,12564
RB235153,1259317,iRatio0-344,12724
RB235153,1259317,iRatio0-368,12869
RB235153,1259317,iRatio0-392,13014
RB235153,1259317,iRatio0-416,13053
RB235153,1259317,iRatio0-440,13089
RB235153,1259317,iRatio0-464,13150
RB235153,1259317,iRatio0-488,13259
RB235153,1259317,iRatio0-512,13372
RB235153,1259317,iRatio0-536,13412
RB235153,1259317,iRatio0-56,10981
RB235153,1259317,iRatio0-560,13421
RB235153,1259317,iRatio0-584,13429
RB235153,1259317,iRatio0-608,13558
RB235153,1259317,iRatio0-632,13685
RB235153,1259317,iRatio0-656,13771
RB235153,1259317,iRatio0-680,13770
RB235153,1259317,iRatio0-704,13771
RB235153,1259317,iRatio0-728,13696
RB235153,1259317,iRatio0-752,13585
RB235153,1259317,iRatio0-776,13470
RB235153,1259317,iRatio0-8,10512
RB235153,1259317,iRatio0-80,11175
RB235153,1259317,iRatio0-800,13535
RB235155,1259317,iRatio0-104,11818
RB235155,1259317,iRatio0-128,11844
RB235155,1259317,iRatio0-152,11945
RB235155,1259317,iRatio0-176,12080
RB235155,1259317,iRatio0-200,12219
RB235155,1259317,iRatio0-224,12319
RB235155,1259317,iRatio0-248,12420
RB235155,1259317,iRatio0-272,12533
RB235155,1259317,iRatio0-296,12664
RB235155,1259317,iRatio0-32,11630
RB235155,1259317,iRatio0-320,12797
RB235155,1259317,iRatio0-344,12864
RB235155,1259317,iRatio0-368,12899
RB235155,1259317,iRatio0-392,12932
RB235155,1259317,iRatio0-416,12997
RB235155,1259317,iRatio0-440,13061
RB235155,1259317,iRatio0-464,13134
RB235155,1259317,iRatio0-488,13223
RB235155,1259317,iRatio0-512,13314
RB235155,1259317,iRatio0-536,13441
RB235155,1259317,iRatio0-56,11722
RB235155,1259317,iRatio0-560,13586
RB235155,1259317,iRatio0-584,13734
RB235155,1259317,iRatio0-608,13799
RB235155,1259317,iRatio0-632,13864
RB235155,1259317,iRatio0-656,13950
RB235155,1259317,iRatio0-680,14075
RB235155,1259317,iRatio0-704,14200
RB235155,1259317,iRatio0-728,14257
RB235155,1259317,iRatio0-752,14280
RB235155,1259317,iRatio0-776,14302
RB235155,1259317,iRatio0-8,11539
RB235155,1259317,iRatio0-80,11791
RB235155,1259317,iRatio0-800,14336
RB235156,1259317,iRatio0-104,11675
RB235156,1259317,iRatio0-128,11666
RB235156,1259317,iRatio0-152,11727
RB235156,1259317,iRatio0-176,11823
RB235156,1259317,iRatio0-200,11917
RB235156,1259317,iRatio0-224,11966
RB235156,1259317,iRatio0-248,12015
RB235156,1259317,iRatio0-272,12099
RB235156,1259317,iRatio0-296,12258
RB235156,1259317,iRatio0-32,11149
RB235156,1259317,iRatio0-320,12419
RB235156,1259317,iRatio0-344,12459
RB235156,1259317,iRatio0-368,12439
RB235156,1259317,iRatio0-392,12420
RB235156,1259317,iRatio0-416,12579
RB235156,1259317,iRatio0-440,12736
RB235156,1259317,iRatio0-464,12836
RB235156,1259317,iRatio0-488,12828
RB235156,1259317,iRatio0-512,12816
RB235156,1259317,iRatio0-536,12895
RB235156,1259317,iRatio0-56,11470
RB235156,1259317,iRatio0-560,13021
RB235156,1259317,iRatio0-584,13148
RB235156,1259317,iRatio0-608,13112
RB235156,1259317,iRatio0-632,13076
RB235156,1259317,iRatio0-656,13065
RB235156,1259317,iRatio0-680,13105
RB235156,1259317,iRatio0-704,13145
RB235156,1259317,iRatio0-728,13147
RB235156,1259317,iRatio0-752,13127
RB235156,1259317,iRatio0-776,13108
RB235156,1259317,iRatio0-8,10826
RB235156,1259317,iRatio0-80,11682
RB235156,1259317,iRatio0-800,13172
RB235157,1259317,iRatio0-104,11712
RB235157,1259317,iRatio0-128,11810
RB235157,1259317,iRatio0-152,11926
RB235157,1259317,iRatio0-176,12052
RB235157,1259317,iRatio0-200,12179
RB235157,1259317,iRatio0-224,12248
RB235157,1259317,iRatio0-248,12318
RB235157,1259317,iRatio0-272,12473
RB235157,1259317,iRatio0-296,12798
RB235157,1259317,iRatio0-32,11388
RB235157,1259317,iRatio0-320,13122
RB235157,1259317,iRatio0-344,13237
RB235157,1259317,iRatio0-368,13249
RB235157,1259317,iRatio0-392,13260
RB235157,1259317,iRatio0-416,13271
RB235157,1259317,iRatio0-440,13281
RB235157,1259317,iRatio0-464,13298
RB235157,1259317,iRatio0-488,13327
RB235157,1259317,iRatio0-512,13355
RB235157,1259317,iRatio0-536,13451
RB235157,1259317,iRatio0-56,11504
RB235157,1259317,iRatio0-560,13581
RB235157,1259317,iRatio0-584,13711
RB235157,1259317,iRatio0-608,13713
RB235157,1259317,iRatio0-632,13717
RB235157,1259317,iRatio0-656,13673
RB235157,1259317,iRatio0-680,13535
RB235157,1259317,iRatio0-704,13397
RB235157,1259317,iRatio0-728,13431
RB235157,1259317,iRatio0-752,13547
RB235157,1259317,iRatio0-776,13666
RB235157,1259317,iRatio0-8,11272
RB235157,1259317,iRatio0-80,11613
RB235157,1259317,iRatio0-800,13642
RB235158,1259317,iRatio0-104,12204
RB235158,1259317,iRatio0-128,12226
RB235158,1259317,iRatio0-152,12340
RB235158,1259317,iRatio0-176,12493
RB235158,1259317,iRatio0-200,12648
RB235158,1259317,iRatio0-224,12641
RB235158,1259317,iRatio0-248,12631
RB235158,1259317,iRatio0-272,12696
RB235158,1259317,iRatio0-296,12909
RB235158,1259317,iRatio0-32,12118
RB235158,1259317,iRatio0-320,13126
RB235158,1259317,iRatio0-344,13153
RB235158,1259317,iRatio0-368,13088
RB235158,1259317,iRatio0-392,13022
RB235158,1259317,iRatio0-416,13021
RB235158,1259317,iRatio0-440,13017
RB235158,1259317,iRatio0-464,13018
RB235158,1259317,iRatio0-488,13020
RB235158,1259317,iRatio0-512,13021
RB235158,1259317,iRatio0-536,13042
RB235158,1259317,iRatio0-56,12149
RB235158,1259317,iRatio0-560,13066
RB235158,1259317,iRatio0-584,13092
RB235158,1259317,iRatio0-608,13049
RB235158,1259317,iRatio0-632,13006
RB235158,1259317,iRatio0-656,12952
RB235158,1259317,iRatio0-680,12889
RB235158,1259317,iRatio0-704,12828
RB235158,1259317,iRatio0-728,12886
RB235158,1259317,iRatio0-752,13008
RB235158,1259317,iRatio0-776,13135
RB235158,1259317,iRatio0-8,12086
RB235158,1259317,iRatio0-80,12180
RB235158,1259317,iRatio0-800,12990
RB235312,1259372,iRatio0-104,11626
RB235312,1259372,iRatio0-128,11734
RB235312,1259372,iRatio0-152,11803
RB235312,1259372,iRatio0-176,11853
RB235312,1259372,iRatio0-200,11901
RB235312,1259372,iRatio0-224,12070
RB235312,1259372,iRatio0-248,12241
RB235312,1259372,iRatio0-272,12435
RB235312,1259372,iRatio0-296,12690
RB235312,1259372,iRatio0-32,11384
RB235312,1259372,iRatio0-320,12945
RB235312,1259372,iRatio0-344,13096
RB235312,1259372,iRatio0-368,13195
RB235312,1259372,iRatio0-392,13290
RB235312,1259372,iRatio0-416,13506
RB235312,1259372,iRatio0-440,13722
RB235312,1259372,iRatio0-464,13941
RB235312,1259372,iRatio0-488,14153
RB235312,1259372,iRatio0-512,14367
