SN,PN,DATANAME,DATA
RB234826,1259317,iRatio0-440,12738
RB234826,1259317,iRatio0-464,12769
RB234826,1259317,iRatio0-488,12764
RB234826,1259317,iRatio0-512,12763
RB234826,1259317,iRatio0-536,12685
RB234826,1259317,iRatio0-56,12174
RB234826,1259317,iRatio0-560,12572
RB234826,1259317,iRatio0-584,12461
RB234826,1259317,iRatio0-608,12330
RB234826,1259317,iRatio0-632,12194
RB234826,1259317,iRatio0-656,12113
RB234826,1259317,iRatio0-680,12135
RB234826,1259317,iRatio0-704,12145
RB234826,1259317,iRatio0-728,11939
RB234826,1259317,iRatio0-752,11605
RB234826,1259317,iRatio0-776,11269
RB234826,1259317,iRatio0-8,12079
RB234826,1259317,iRatio0-80,12247
RB234826,1259317,iRatio0-800,11262
RB234827,1259317,iRatio0-104,11938
RB234827,1259317,iRatio0-128,11986
RB234827,1259317,iRatio0-152,12062
RB234827,1259317,iRatio0-176,12157
RB234827,1259317,iRatio0-200,12249
RB234827,1259317,iRatio0-224,12298
RB234827,1259317,iRatio0-248,12347
RB234827,1259317,iRatio0-272,12422
RB234827,1259317,iRatio0-296,12550
RB234827,1259317,iRatio0-32,11814
RB234827,1259317,iRatio0-320,12682
RB234827,1259317,iRatio0-344,12716
RB234827,1259317,iRatio0-368,12700
RB234827,1259317,iRatio0-392,12687
RB234827,1259317,iRatio0-416,12743
RB234827,1259317,iRatio0-440,12797
RB234827,1259317,iRatio0-464,12856
RB234827,1259317,iRatio0-488,12922
RB234827,1259317,iRatio0-512,12987
RB234827,1259317,iRatio0-536,12977
RB234827,1259317,iRatio0-56,11850
RB234827,1259317,iRatio0-560,12927
RB234827,1259317,iRatio0-584,12878
RB234827,1259317,iRatio0-608,12902
RB234827,1259317,iRatio0-632,12928
RB234827,1259317,iRatio0-656,12914
RB234827,1259317,iRatio0-680,12816
RB234827,1259317,iRatio0-704,12725
RB234827,1259317,iRatio0-728,12661
RB234827,1259317,iRatio0-752,12615
RB234827,1259317,iRatio0-776,12570
RB234827,1259317,iRatio0-8,11776
RB234827,1259317,iRatio0-80,11891
RB234827,1259317,iRatio0-800,12506
RB234828,1259317,iRatio0-104,11884
RB234828,1259317,iRatio0-128,11922
RB234828,1259317,iRatio0-152,11992
RB234828,1259317,iRatio0-176,12077
RB234828,1259317,iRatio0-200,12159
RB234828,1259317,iRatio0-224,12309
RB234828,1259317,iRatio0-248,12462
RB234828,1259317,iRatio0-272,12566
RB234828,1259317,iRatio0-296,12573
RB234828,1259317,iRatio0-32,11858
RB234828,1259317,iRatio0-320,12581
RB234828,1259317,iRatio0-344,12614
RB234828,1259317,iRatio0-368,12657
RB234828,1259317,iRatio0-392,12701
RB234828,1259317,iRatio0-416,12809
RB234828,1259317,iRatio0-440,12916
RB234828,1259317,iRatio0-464,13005
RB234828,1259317,iRatio0-488,13068
RB234828,1259317,iRatio0-512,13130
RB234828,1259317,iRatio0-536,13220
RB234828,1259317,iRatio0-56,11839
RB234828,1259317,iRatio0-560,13323
RB234828,1259317,iRatio0-584,13422
RB234828,1259317,iRatio0-608,13596
RB234828,1259317,iRatio0-632,13771
RB234828,1259317,iRatio0-656,13903
RB234828,1259317,iRatio0-680,13949
RB234828,1259317,iRatio0-704,14001
RB234828,1259317,iRatio0-728,14070
RB234828,1259317,iRatio0-752,14148
RB234828,1259317,iRatio0-776,14231
RB234828,1259317,iRatio0-8,11871
RB234828,1259317,iRatio0-80,11842
RB234828,1259317,iRatio0-800,14311
RB234829,1259317,iRatio0-104,12076
RB234829,1259317,iRatio0-128,12170
RB234829,1259317,iRatio0-152,12260
RB234829,1259317,iRatio0-176,12347
RB234829,1259317,iRatio0-200,12433
RB234829,1259317,iRatio0-224,12475
RB234829,1259317,iRatio0-248,12516
RB234829,1259317,iRatio0-272,12578
RB234829,1259317,iRatio0-296,12682
RB234829,1259317,iRatio0-32,11811
RB234829,1259317,iRatio0-320,12785
RB234829,1259317,iRatio0-344,12853
RB234829,1259317,iRatio0-368,12902
RB234829,1259317,iRatio0-392,12952
RB234829,1259317,iRatio0-416,13073
RB234829,1259317,iRatio0-440,13195
RB234829,1259317,iRatio0-464,13311
RB234829,1259317,iRatio0-488,13420
RB234829,1259317,iRatio0-512,13527
RB234829,1259317,iRatio0-536,13622
RB234829,1259317,iRatio0-56,11894
RB234829,1259317,iRatio0-560,13710
RB234829,1259317,iRatio0-584,13799
RB234829,1259317,iRatio0-608,13921
RB234829,1259317,iRatio0-632,14044
RB234829,1259317,iRatio0-656,14147
RB234829,1259317,iRatio0-680,14214
RB234829,1259317,iRatio0-704,14281
RB234829,1259317,iRatio0-728,14402
RB234829,1259317,iRatio0-752,14551
RB234829,1259317,iRatio0-776,14700
RB234829,1259317,iRatio0-8,11728
RB234829,1259317,iRatio0-80,11982
RB234829,1259317,iRatio0-800,14899
RB234830,1259317,iRatio0-104,10732
RB234830,1259317,iRatio0-128,10813
RB234830,1259317,iRatio0-152,11011
RB234830,1259317,iRatio0-176,11269
RB234830,1259317,iRatio0-200,11526
RB234830,1259317,iRatio0-224,11595
RB234830,1259317,iRatio0-248,11664
RB234830,1259317,iRatio0-272,11785
RB234830,1259317,iRatio0-296,12013
RB234830,1259317,iRatio0-32,10214
RB234830,1259317,iRatio0-320,12241
RB234830,1259317,iRatio0-344,12401
RB234830,1259317,iRatio0-368,12529
RB234830,1259317,iRatio0-392,12656
RB234830,1259317,iRatio0-416,12830
RB234830,1259317,iRatio0-440,13004
RB234830,1259317,iRatio0-464,13168
RB234830,1259317,iRatio0-488,13315
RB234830,1259317,iRatio0-512,13461
RB234830,1259317,iRatio0-536,13671
RB234830,1259317,iRatio0-56,10459
RB234830,1259317,iRatio0-560,13913
RB234830,1259317,iRatio0-584,14155
RB234830,1259317,iRatio0-608,14242
RB234830,1259317,iRatio0-632,14328
RB234830,1259317,iRatio0-656,14458
RB234830,1259317,iRatio0-680,14673
RB234830,1259317,iRatio0-704,14889
RB234830,1259317,iRatio0-728,14961
RB234830,1259317,iRatio0-752,14962
RB234830,1259317,iRatio0-776,14963
RB234830,1259317,iRatio0-8,9968
RB234830,1259317,iRatio0-80,10650
RB234830,1259317,iRatio0-800,15202
RB234831,1259317,iRatio0-104,11155
RB234831,1259317,iRatio0-128,11320
RB234831,1259317,iRatio0-152,11475
RB234831,1259317,iRatio0-176,11625
RB234831,1259317,iRatio0-200,11775
RB234831,1259317,iRatio0-224,11933
RB234831,1259317,iRatio0-248,12090
RB234831,1259317,iRatio0-272,12240
RB234831,1259317,iRatio0-296,12377
RB234831,1259317,iRatio0-32,10651
RB234831,1259317,iRatio0-320,12513
RB234831,1259317,iRatio0-344,12617
RB234831,1259317,iRatio0-368,12704
RB234831,1259317,iRatio0-392,12791
RB234831,1259317,iRatio0-416,12848
RB234831,1259317,iRatio0-440,12906
RB234831,1259317,iRatio0-464,12981
RB234831,1259317,iRatio0-488,13090
RB234831,1259317,iRatio0-512,13200
RB234831,1259317,iRatio0-536,13267
RB234831,1259317,iRatio0-56,10822
RB234831,1259317,iRatio0-560,13313
RB234831,1259317,iRatio0-584,13359
RB234831,1259317,iRatio0-608,13319
RB234831,1259317,iRatio0-632,13278
RB234831,1259317,iRatio0-656,13254
RB234831,1259317,iRatio0-680,13260
RB234831,1259317,iRatio0-704,13266
RB234831,1259317,iRatio0-728,13277
RB234831,1259317,iRatio0-752,13289
RB234831,1259317,iRatio0-776,13301
RB234831,1259317,iRatio0-8,10481
RB234831,1259317,iRatio0-80,10990
RB234831,1259317,iRatio0-800,13151
RB234832,1259317,iRatio0-104,11690
RB234832,1259317,iRatio0-128,11750
RB234832,1259317,iRatio0-152,11808
RB234832,1259317,iRatio0-176,11862
RB234832,1259317,iRatio0-200,11916
RB234832,1259317,iRatio0-224,12033
RB234832,1259317,iRatio0-248,12152
RB234832,1259317,iRatio0-272,12253
RB234832,1259317,iRatio0-296,12318
RB234832,1259317,iRatio0-32,11419
RB234832,1259317,iRatio0-320,12386
RB234832,1259317,iRatio0-344,12508
RB234832,1259317,iRatio0-368,12659
RB234832,1259317,iRatio0-392,12811
RB234832,1259317,iRatio0-416,12904
RB234832,1259317,iRatio0-440,12995
RB234832,1259317,iRatio0-464,13113
RB234832,1259317,iRatio0-488,13279
RB234832,1259317,iRatio0-512,13445
RB234832,1259317,iRatio0-536,13537
RB234832,1259317,iRatio0-56,11533
RB234832,1259317,iRatio0-560,13595
RB234832,1259317,iRatio0-584,13650
RB234832,1259317,iRatio0-608,13791
RB234832,1259317,iRatio0-632,13931
RB234832,1259317,iRatio0-656,14074
RB234832,1259317,iRatio0-680,14221
RB234832,1259317,iRatio0-704,14370
RB234832,1259317,iRatio0-728,14567
RB234832,1259317,iRatio0-752,14788
RB234832,1259317,iRatio0-776,15010
RB234832,1259317,iRatio0-8,11307
RB234832,1259317,iRatio0-80,11628
RB234832,1259317,iRatio0-800,14999
RB234849,1259372,iRatio0-104,11715
RB234849,1259372,iRatio0-128,11734
RB234849,1259372,iRatio0-152,11844
RB234849,1259372,iRatio0-176,11979
RB234849,1259372,iRatio0-200,12127
RB234849,1259372,iRatio0-224,12013
RB234849,1259372,iRatio0-248,11902
RB234849,1259372,iRatio0-272,11820
RB234849,1259372,iRatio0-296,11819
RB234849,1259372,iRatio0-32,11607
RB234849,1259372,iRatio0-320,11818
RB234849,1259372,iRatio0-344,11779
RB234849,1259372,iRatio0-368,11716
RB234849,1259372,iRatio0-392,11660
RB234849,1259372,iRatio0-416,11869
RB234849,1259372,iRatio0-440,12080
RB234849,1259372,iRatio0-464,12231
RB234849,1259372,iRatio0-488,12252
RB234849,1259372,iRatio0-512,12281
RB234849,1259372,iRatio0-536,12134
RB234849,1259372,iRatio0-56,11656
RB234849,1259372,iRatio0-560,11916
RB234849,1259372,iRatio0-584,11688
RB234849,1259372,iRatio0-608,11501
RB234849,1259372,iRatio0-632,11313
RB234849,1259372,iRatio0-656,11231
RB234849,1259372,iRatio0-680,11367
RB234849,1259372,iRatio0-704,11505
RB234849,1259372,iRatio0-728,11658
RB234849,1259372,iRatio0-752,11837
RB234849,1259372,iRatio0-776,12008
RB234849,1259372,iRatio0-8,11560
RB234849,1259372,iRatio0-80,11705
RB234849,1259372,iRatio0-800,11699
RB234938,1259317,iRatio0-104,11985
RB234938,1259317,iRatio0-128,11996
RB234938,1259317,iRatio0-152,12010
RB234938,1259317,iRatio0-176,12034
RB234938,1259317,iRatio0-200,12055
RB234938,1259317,iRatio0-224,12117
RB234938,1259317,iRatio0-248,12171
RB234938,1259317,iRatio0-272,12258
RB234938,1259317,iRatio0-296,12381
RB234938,1259317,iRatio0-32,11837
RB234938,1259317,iRatio0-320,12511
RB234938,1259317,iRatio0-344,12564
RB234938,1259317,iRatio0-368,12583
RB234938,1259317,iRatio0-392,12599
RB234938,1259317,iRatio0-416,12707
RB234938,1259317,iRatio0-440,12816
RB234938,1259317,iRatio0-464,12917
RB234938,1259317,iRatio0-488,13011
RB234938,1259317,iRatio0-512,13097
RB234938,1259317,iRatio0-536,13201
RB234938,1259317,iRatio0-56,11922
RB234938,1259317,iRatio0-560,13315
RB234938,1259317,iRatio0-584,13425
RB234938,1259317,iRatio0-608,13536
RB234938,1259317,iRatio0-632,13652
RB234938,1259317,iRatio0-656,13756
RB234938,1259317,iRatio0-680,13837
RB234938,1259317,iRatio0-704,13924
RB234938,1259317,iRatio0-728,14012
RB234938,1259317,iRatio0-752,14106
RB234938,1259317,iRatio0-776,14199
RB234938,1259317,iRatio0-8,11754
RB234938,1259317,iRatio0-80,11975
RB234938,1259317,iRatio0-800,14257
RB234939,1259317,iRatio0-104,11289
RB234939,1259317,iRatio0-128,11389
RB234939,1259317,iRatio0-152,11505
RB234939,1259317,iRatio0-176,11629
RB234939,1259317,iRatio0-200,11753
RB234939,1259317,iRatio0-224,11907
RB234939,1259317,iRatio0-248,12060
RB234939,1259317,iRatio0-272,12206
RB234939,1259317,iRatio0-296,12338
RB234939,1259317,iRatio0-32,11039
RB234939,1259317,iRatio0-320,12469
RB234939,1259317,iRatio0-344,12563
RB234939,1259317,iRatio0-368,12642
RB234939,1259317,iRatio0-392,12718
RB234939,1259317,iRatio0-416,12823
RB234939,1259317,iRatio0-440,12927
RB234939,1259317,iRatio0-464,13037
RB234939,1259317,iRatio0-488,13163
RB234939,1259317,iRatio0-512,13289
RB234939,1259317,iRatio0-536,13337
RB234939,1259317,iRatio0-56,11109
RB234939,1259317,iRatio0-560,13345
RB234939,1259317,iRatio0-584,13353
RB234939,1259317,iRatio0-608,13443
RB234939,1259317,iRatio0-632,13533
RB234939,1259317,iRatio0-656,13608
RB234939,1259317,iRatio0-680,13658
RB234939,1259317,iRatio0-704,13709
RB234939,1259317,iRatio0-728,13770
RB234939,1259317,iRatio0-752,13838
RB234939,1259317,iRatio0-776,13905
RB234939,1259317,iRatio0-8,10969
RB234939,1259317,iRatio0-80,11188
RB234939,1259317,iRatio0-800,14043
RB234940,1259317,iRatio0-104,11673
RB234940,1259317,iRatio0-128,11759
RB234940,1259317,iRatio0-152,11903
RB234940,1259317,iRatio0-176,12075
RB234940,1259317,iRatio0-200,12248
RB234940,1259317,iRatio0-224,12308
RB234940,1259317,iRatio0-248,12369
RB234940,1259317,iRatio0-272,12437
RB234940,1259317,iRatio0-296,12518
RB234940,1259317,iRatio0-32,11525
RB234940,1259317,iRatio0-320,12598
RB234940,1259317,iRatio0-344,12624
RB234940,1259317,iRatio0-368,12622
RB234940,1259317,iRatio0-392,12619
RB234940,1259317,iRatio0-416,12709
RB234940,1259317,iRatio0-440,12798
RB234940,1259317,iRatio0-464,12843
RB234940,1259317,iRatio0-488,12799
RB234940,1259317,iRatio0-512,12756
RB234940,1259317,iRatio0-536,12723
RB234940,1259317,iRatio0-56,11545
RB234940,1259317,iRatio0-560,12695
RB234940,1259317,iRatio0-584,12667
RB234940,1259317,iRatio0-608,12710
RB234940,1259317,iRatio0-632,12754
RB234940,1259317,iRatio0-656,12744
RB234940,1259317,iRatio0-680,12625
RB234940,1259317,iRatio0-704,12507
RB234940,1259317,iRatio0-728,12438
RB234940,1259317,iRatio0-752,12392
RB234940,1259317,iRatio0-776,12347
RB234940,1259317,iRatio0-8,11505
RB234940,1259317,iRatio0-80,11587
RB234940,1259317,iRatio0-800,12286
RB234941,1259317,iRatio0-104,11254
RB234941,1259317,iRatio0-128,11310
RB234941,1259317,iRatio0-152,11481
RB234941,1259317,iRatio0-176,11708
RB234941,1259317,iRatio0-200,11935
RB234941,1259317,iRatio0-224,12065
RB234941,1259317,iRatio0-248,12198
RB234941,1259317,iRatio0-272,12330
RB234941,1259317,iRatio0-296,12461
RB234941,1259317,iRatio0-32,10918
RB234941,1259317,iRatio0-320,12594
RB234941,1259317,iRatio0-344,12651
RB234941,1259317,iRatio0-368,12671
RB234941,1259317,iRatio0-392,12691
RB234941,1259317,iRatio0-416,12949
RB234941,1259317,iRatio0-440,13203
RB234941,1259317,iRatio0-464,13412
RB234941,1259317,iRatio0-488,13520
RB234941,1259317,iRatio0-512,13625
RB234941,1259317,iRatio0-536,13744
RB234941,1259317,iRatio0-56,11073
RB234941,1259317,iRatio0-560,13868
RB234941,1259317,iRatio0-584,13991
RB234941,1259317,iRatio0-608,14119
RB234941,1259317,iRatio0-632,14249
RB234941,1259317,iRatio0-656,14369
RB234941,1259317,iRatio0-680,14478
RB234941,1259317,iRatio0-704,14588
RB234941,1259317,iRatio0-728,14725
RB234941,1259317,iRatio0-752,14878
RB234941,1259317,iRatio0-776,15032
RB234941,1259317,iRatio0-8,10761
RB234941,1259317,iRatio0-80,11196
RB234941,1259317,iRatio0-800,15056
RB234942,1259317,iRatio0-104,11441
RB234942,1259317,iRatio0-128,11499
RB234942,1259317,iRatio0-152,11572
RB234942,1259317,iRatio0-176,11656
RB234942,1259317,iRatio0-200,11740
RB234942,1259317,iRatio0-224,11855
RB234942,1259317,iRatio0-248,11970
RB234942,1259317,iRatio0-272,12065
RB234942,1259317,iRatio0-296,12119
RB234942,1259317,iRatio0-32,11208
RB234942,1259317,iRatio0-320,12173
RB234942,1259317,iRatio0-344,12232
RB234942,1259317,iRatio0-368,12295
RB234942,1259317,iRatio0-392,12359
RB234942,1259317,iRatio0-416,12401
RB234942,1259317,iRatio0-440,12437
RB234942,1259317,iRatio0-464,12486
RB234942,1259317,iRatio0-488,12554
RB234942,1259317,iRatio0-512,12620
RB234942,1259317,iRatio0-536,12665
RB234942,1259317,iRatio0-56,11299
RB234942,1259317,iRatio0-560,12711
RB234942,1259317,iRatio0-584,12749
RB234942,1259317,iRatio0-608,12789
RB234942,1259317,iRatio0-632,12828
RB234942,1259317,iRatio0-656,12833
RB234942,1259317,iRatio0-680,12769
RB234942,1259317,iRatio0-704,12710
RB234942,1259317,iRatio0-728,12632
RB234942,1259317,iRatio0-752,12538
RB234942,1259317,iRatio0-776,12449
RB234942,1259317,iRatio0-8,11113
RB234942,1259317,iRatio0-80,11384
RB234942,1259317,iRatio0-800,12449
RB234943,1259317,iRatio0-104,11976
RB234943,1259317,iRatio0-128,11977
RB234943,1259317,iRatio0-152,12003
RB234943,1259317,iRatio0-176,12042
RB234943,1259317,iRatio0-200,12086
RB234943,1259317,iRatio0-224,12078
RB234943,1259317,iRatio0-248,12072
RB234943,1259317,iRatio0-272,12150
RB234943,1259317,iRatio0-296,12404
RB234943,1259317,iRatio0-32,11809
RB234943,1259317,iRatio0-320,12656
RB234943,1259317,iRatio0-344,12756
RB234943,1259317,iRatio0-368,12782
RB234943,1259317,iRatio0-392,12808
RB234943,1259317,iRatio0-416,12815
RB234943,1259317,iRatio0-440,12820
RB234943,1259317,iRatio0-464,12832
RB234943,1259317,iRatio0-488,12846
RB234943,1259317,iRatio0-512,12859
RB234943,1259317,iRatio0-536,12905
RB234943,1259317,iRatio0-56,11908
RB234943,1259317,iRatio0-560,12963
RB234943,1259317,iRatio0-584,13019
RB234943,1259317,iRatio0-608,13016
RB234943,1259317,iRatio0-632,13013
RB234943,1259317,iRatio0-656,12992
RB234943,1259317,iRatio0-680,12946
RB234943,1259317,iRatio0-704,12900
RB234943,1259317,iRatio0-728,12901
RB234943,1259317,iRatio0-752,12917
RB234943,1259317,iRatio0-776,12938
RB234943,1259317,iRatio0-8,11707
RB234943,1259317,iRatio0-80,11972
RB234943,1259317,iRatio0-800,12894
RB234944,1259317,iRatio0-104,10685
RB234944,1259317,iRatio0-128,10820
RB234944,1259317,iRatio0-152,11021
RB234944,1259317,iRatio0-176,11259
RB234944,1259317,iRatio0-200,11494
RB234944,1259317,iRatio0-224,11605
RB234944,1259317,iRatio0-248,11717
RB234944,1259317,iRatio0-272,11863
RB234944,1259317,iRatio0-296,12081
RB234944,1259317,iRatio0-32,10270
RB234944,1259317,iRatio0-320,12299
RB234944,1259317,iRatio0-344,12435
RB234944,1259317,iRatio0-368,12525
RB234944,1259317,iRatio0-392,12618
RB234944,1259317,iRatio0-416,12768
RB234944,1259317,iRatio0-440,12918
RB234944,1259317,iRatio0-464,13048
RB234944,1259317,iRatio0-488,13135
RB234944,1259317,iRatio0-512,13222
RB234944,1259317,iRatio0-536,13268
RB234944,1259317,iRatio0-56,10409
RB234944,1259317,iRatio0-560,13294
RB234944,1259317,iRatio0-584,13320
RB234944,1259317,iRatio0-608,13334
RB234944,1259317,iRatio0-632,13349
RB234944,1259317,iRatio0-656,13372
RB234944,1259317,iRatio0-680,13408
RB234944,1259317,iRatio0-704,13446
RB234944,1259317,iRatio0-728,13458
RB234944,1259317,iRatio0-752,13461
RB234944,1259317,iRatio0-776,13462
RB234944,1259317,iRatio0-8,10125
RB234944,1259317,iRatio0-80,10550
RB234944,1259317,iRatio0-800,13404
RB234945,1259317,iRatio0-104,11556
RB234945,1259317,iRatio0-128,11596
RB234945,1259317,iRatio0-152,11700
RB234945,1259317,iRatio0-176,11834
RB234945,1259317,iRatio0-200,11969
RB234945,1259317,iRatio0-224,12056
RB234945,1259317,iRatio0-248,12145
RB234945,1259317,iRatio0-272,12245
RB234945,1259317,iRatio0-296,12370
RB234945,1259317,iRatio0-32,11311
RB234945,1259317,iRatio0-320,12494
RB234945,1259317,iRatio0-344,12547
RB234945,1259317,iRatio0-368,12564
RB234945,1259317,iRatio0-392,12581
RB234945,1259317,iRatio0-416,12680
RB234945,1259317,iRatio0-440,12779
RB234945,1259317,iRatio0-464,12901
RB234945,1259317,iRatio0-488,13067
RB234945,1259317,iRatio0-512,13233
RB234945,1259317,iRatio0-536,13290
RB234945,1259317,iRatio0-56,11424
RB234945,1259317,iRatio0-560,13293
RB234945,1259317,iRatio0-584,13297
RB234945,1259317,iRatio0-608,13460
RB234945,1259317,iRatio0-632,13623
RB234945,1259317,iRatio0-656,13743
RB234945,1259317,iRatio0-680,13773
RB234945,1259317,iRatio0-704,13804
RB234945,1259317,iRatio0-728,13885
RB234945,1259317,iRatio0-752,13990
RB234945,1259317,iRatio0-776,14093
RB234945,1259317,iRatio0-8,11196
RB234945,1259317,iRatio0-80,11515
RB234945,1259317,iRatio0-800,14065
RB234946,1259317,iRatio0-104,11871
RB234946,1259317,iRatio0-128,11948
RB234946,1259317,iRatio0-152,12048
RB234946,1259317,iRatio0-176,12159
RB234946,1259317,iRatio0-200,12260
RB234946,1259317,iRatio0-224,12333
RB234946,1259317,iRatio0-248,12401
RB234946,1259317,iRatio0-272,12470
RB234946,1259317,iRatio0-296,12536
RB234946,1259317,iRatio0-32,11646
RB234946,1259317,iRatio0-320,12601
RB234946,1259317,iRatio0-344,12664
RB234946,1259317,iRatio0-368,12730
RB234946,1259317,iRatio0-392,12798
RB234946,1259317,iRatio0-416,12853
RB234946,1259317,iRatio0-440,12906
RB234946,1259317,iRatio0-464,12972
RB234946,1259317,iRatio0-488,13058
RB234946,1259317,iRatio0-512,13149
RB234946,1259317,iRatio0-536,13174
RB234946,1259317,iRatio0-56,11718
RB234946,1259317,iRatio0-560,13169
RB234946,1259317,iRatio0-584,13165
RB234946,1259317,iRatio0-608,13287
RB234946,1259317,iRatio0-632,13404
RB234946,1259317,iRatio0-656,13490
RB234946,1259317,iRatio0-680,13503
RB234946,1259317,iRatio0-704,13514
RB234946,1259317,iRatio0-728,13575
RB234946,1259317,iRatio0-752,13659
RB234946,1259317,iRatio0-776,13740
RB234946,1259317,iRatio0-8,11568
RB234946,1259317,iRatio0-80,11793
RB234946,1259317,iRatio0-800,13786
RB234947,1259317,iRatio0-104,11411
RB234947,1259317,iRatio0-128,11416
RB234947,1259317,iRatio0-152,11449
RB234947,1259317,iRatio0-176,11497
RB234947,1259317,iRatio0-200,11546
RB234947,1259317,iRatio0-224,11643
RB234947,1259317,iRatio0-248,11740
RB234947,1259317,iRatio0-272,11863
RB234947,1259317,iRatio0-296,12039
RB234947,1259317,iRatio0-32,11073
RB234947,1259317,iRatio0-320,12213
RB234947,1259317,iRatio0-344,12336
RB234947,1259317,iRatio0-368,12432
RB234947,1259317,iRatio0-392,12526
RB234947,1259317,iRatio0-416,12522
RB234947,1259317,iRatio0-440,12519
RB234947,1259317,iRatio0-464,12567
RB234947,1259317,iRatio0-488,12720
RB234947,1259317,iRatio0-512,12874
RB234947,1259317,iRatio0-536,12968
RB234947,1259317,iRatio0-56,11272
RB234947,1259317,iRatio0-560,13032
RB234947,1259317,iRatio0-584,13096
RB234947,1259317,iRatio0-608,13159
RB234947,1259317,iRatio0-632,13222
RB234947,1259317,iRatio0-656,13286
RB234947,1259317,iRatio0-680,13351
RB234947,1259317,iRatio0-704,13415
RB234947,1259317,iRatio0-728,13494
RB234947,1259317,iRatio0-752,13578
RB234947,1259317,iRatio0-776,13660
RB234947,1259317,iRatio0-8,10870
RB234947,1259317,iRatio0-80,11407
RB234947,1259317,iRatio0-800,13602
RB234948,1259317,iRatio0-104,10954
RB234948,1259317,iRatio0-128,11093
RB234948,1259317,iRatio0-152,11264
RB234948,1259317,iRatio0-176,11452
RB234948,1259317,iRatio0-200,11639
RB234948,1259317,iRatio0-224,11714
RB234948,1259317,iRatio0-248,11789
RB234948,1259317,iRatio0-272,11940
RB234948,1259317,iRatio0-296,12242
RB234948,1259317,iRatio0-32,10588
RB234948,1259317,iRatio0-320,12544
RB234948,1259317,iRatio0-344,12648
RB234948,1259317,iRatio0-368,12654
RB234948,1259317,iRatio0-392,12661
RB234948,1259317,iRatio0-416,12914
RB234948,1259317,iRatio0-440,13169
RB234948,1259317,iRatio0-464,13374
RB234948,1259317,iRatio0-488,13484
RB234948,1259317,iRatio0-512,13594
RB234948,1259317,iRatio0-536,13719
RB234948,1259317,iRatio0-56,10696
RB234948,1259317,iRatio0-560,13853
RB234948,1259317,iRatio0-584,13987
RB234948,1259317,iRatio0-608,14215
RB234948,1259317,iRatio0-632,14443
RB234948,1259317,iRatio0-656,14633
RB234948,1259317,iRatio0-680,14736
RB234948,1259317,iRatio0-704,14841
RB234948,1259317,iRatio0-728,14979
RB234948,1259317,iRatio0-752,15132
RB234948,1259317,iRatio0-776,15285
RB234948,1259317,iRatio0-8,10480
RB234948,1259317,iRatio0-80,10815
RB234948,1259317,iRatio0-800,15401
RB234949,1259317,iRatio0-104,10935
RB234949,1259317,iRatio0-128,11062
RB234949,1259317,iRatio0-152,11220
RB234949,1259317,iRatio0-176,11399
RB234949,1259317,iRatio0-200,11577
RB234949,1259317,iRatio0-224,11771
RB234949,1259317,iRatio0-248,11963
RB234949,1259317,iRatio0-272,12150
RB234949,1259317,iRatio0-296,12314
RB234949,1259317,iRatio0-32,10560
RB234949,1259317,iRatio0-320,12482
RB234949,1259317,iRatio0-344,12591
RB234949,1259317,iRatio0-368,12667
RB234949,1259317,iRatio0-392,12741
RB234949,1259317,iRatio0-416,12909
RB234949,1259317,iRatio0-440,13073
RB234949,1259317,iRatio0-464,13194
RB234949,1259317,iRatio0-488,13229
RB234949,1259317,iRatio0-512,13265
RB234949,1259317,iRatio0-536,13311
RB234949,1259317,iRatio0-56,10683
RB234949,1259317,iRatio0-560,13366
RB234949,1259317,iRatio0-584,13417
RB234949,1259317,iRatio0-608,13353
RB234949,1259317,iRatio0-632,13289
RB234949,1259317,iRatio0-656,13256
RB234949,1259317,iRatio0-680,13287
RB234949,1259317,iRatio0-704,13323
RB234949,1259317,iRatio0-728,13343
RB234949,1259317,iRatio0-752,13362
RB234949,1259317,iRatio0-776,13379
RB234949,1259317,iRatio0-8,10434
RB234949,1259317,iRatio0-80,10811
RB234949,1259317,iRatio0-800,13250
RB234950,1259317,iRatio0-104,11763
RB234950,1259317,iRatio0-128,11838
RB234950,1259317,iRatio0-152,11873
RB234950,1259317,iRatio0-176,11890
RB234950,1259317,iRatio0-200,11903
RB234950,1259317,iRatio0-224,11943
RB234950,1259317,iRatio0-248,11979
RB234950,1259317,iRatio0-272,12032
RB234950,1259317,iRatio0-296,12107
RB234950,1259317,iRatio0-32,11554
RB234950,1259317,iRatio0-320,12184
RB234950,1259317,iRatio0-344,12294
RB234950,1259317,iRatio0-368,12421
RB234950,1259317,iRatio0-392,12549
RB234950,1259317,iRatio0-416,12588
RB234950,1259317,iRatio0-440,12625
RB234950,1259317,iRatio0-464,12666
RB234950,1259317,iRatio0-488,12714
RB234950,1259317,iRatio0-512,12760
RB234950,1259317,iRatio0-536,12832
RB234950,1259317,iRatio0-56,11616
RB234950,1259317,iRatio0-560,12914
RB234950,1259317,iRatio0-584,12997
RB234950,1259317,iRatio0-608,13013
RB234950,1259317,iRatio0-632,13032
RB234950,1259317,iRatio0-656,13065
RB234950,1259317,iRatio0-680,13135
RB234950,1259317,iRatio0-704,13206
RB234950,1259317,iRatio0-728,13198
RB234950,1259317,iRatio0-752,13153
RB234950,1259317,iRatio0-776,13110
RB234950,1259317,iRatio0-8,11489
RB234950,1259317,iRatio0-80,11685
RB234950,1259317,iRatio0-800,13166
